

Training : at 	1528101953.452823
Epoch No:	Average train Cost	 DevAccuracy	DevCost	TestAccuracy	TestCost
0:	3.8901963004146713	33.18181818181819	1.9534900188446045	31.10773899848255	1.937665343284607
1:	3.7196106278752707	35.90909090909091	1.874103307723999	33.23216995447648	1.8554185628890991
2:	3.6313160643520126	35.90909090909091	1.8244940042495728	34.59787556904401	1.804379940032959
3:	3.5650639735072494	37.27272727272727	1.7880525588989258	36.874051593323216	1.7635996341705322
4:	3.513150286961751	39.09090909090909	1.7561969757080078	38.846737481031866	1.7335660457611084
5:	3.465568775154022	38.63636363636363	1.7354989051818848	40.36418816388468	1.7103217840194702
6:	3.4128681780344032	36.81818181818181	1.7109448909759521	41.274658573596355	1.6867341995239258
7:	3.3776414940156134	40.0	1.6931225061416626	41.122913505311075	1.6651055812835693
8:	3.341156115014869	38.18181818181819	1.6756974458694458	42.4886191198786	1.6465234756469727
9:	3.3061755105673547	38.18181818181819	1.6592332124710083	43.70257966616085	1.6284149885177612
10:	3.277137081307101	39.09090909090909	1.6416274309158325	44.46130500758726	1.6108498573303223
11:	3.236833109913102	38.63636363636363	1.629381537437439	43.85432473444613	1.5975617170333862
12:	3.2104815603738808	37.72727272727273	1.6153607368469238	44.30955993930198	1.582929253578186
13:	3.182232385658356	40.0	1.6113511323928833	45.52352048558422	1.5730090141296387
14:	3.151306356292173	39.09090909090909	1.594931721687317	45.82701062215478	1.5558626651763916
15:	3.1296886047685004	40.0	1.5845400094985962	46.737481031866466	1.5450743436813354
16:	3.1061320189970085	39.54545454545455	1.5729082822799683	46.889226100151745	1.5322155952453613
17:	3.0789920594318803	41.36363636363637	1.5648385286331177	47.192716236722305	1.521905779838562
18:	3.055572423590235	41.81818181818181	1.5600107908248901	47.344461305007584	1.5139672756195068
19:	3.0308772052627013	41.36363636363637	1.5540509223937988	48.25493171471928	1.5037918090820312
20:	3.009422468851848	43.63636363636363	1.5412636995315552	47.95144157814871	1.4957314729690552
21:	2.9864324862698473	44.54545454545455	1.5300484895706177	49.013657056145675	1.4858113527297974
22:	2.963856007679399	43.18181818181818	1.5309323072433472	48.558421851289836	1.4821640253067017
23:	2.94623958920858	43.63636363636363	1.524869441986084	48.710166919575116	1.473136067390442
24:	2.9216699600219727	44.09090909090909	1.5142021179199219	49.77238239757208	1.4650721549987793
25:	2.9070794697267464	44.54545454545455	1.5076030492782593	49.6206373292868	1.4595915079116821
26:	2.883007848119161	45.909090909090914	1.5027952194213867	50.834597875569045	1.4497928619384766
27:	2.867829098758927	45.909090909090914	1.5038834810256958	50.22761760242792	1.4473340511322021
28:	2.853285169026938	45.909090909090914	1.4903481006622314	50.07587253414264	1.4393310546875
29:	2.8310295070510314	45.909090909090914	1.48310124874115	50.834597875569045	1.4339350461959839
30:	2.814462793878762	45.0	1.4903594255447388	50.07587253414264	1.4287647008895874
31:	2.796874411134835	47.72727272727273	1.4814834594726562	50.3793626707132	1.4256800413131714
32:	2.780752948967807	46.81818181818182	1.4771099090576172	50.682852807283766	1.4208329916000366
33:	2.7680123742804468	47.27272727272727	1.4784754514694214	50.986342943854325	1.4173204898834229
34:	2.7539421391774375	47.27272727272727	1.4747284650802612	50.3793626707132	1.4169116020202637
35:	2.7413993197751334	47.72727272727273	1.4627516269683838	51.593323216995444	1.4076423645019531
36:	2.7252590685005647	48.63636363636364	1.4694385528564453	50.834597875569045	1.4062162637710571
37:	2.7121784543416587	49.54545454545455	1.4669560194015503	51.138088012139605	1.4047118425369263
38:	2.7029762009540237	48.63636363636364	1.4616934061050415	51.89681335356601	1.4003384113311768
39:	2.689615258251328	49.54545454545455	1.46040678024292	51.89681335356601	1.401655912399292
40:	2.676454411931785	47.72727272727273	1.4675912857055664	50.3793626707132	1.400903582572937
41:	2.6677932452006514	49.09090909090909	1.4571079015731812	51.593323216995444	1.3942564725875854
42:	2.6546093412192473	49.09090909090909	1.458628535270691	51.441578148710164	1.3904247283935547
43:	2.6469553838293236	50.0	1.4571588039398193	51.593323216995444	1.3906115293502808
44:	2.634794286934726	49.09090909090909	1.4495558738708496	53.262518968133534	1.384835124015808
45:	2.6192472641726576	49.09090909090909	1.4541653394699097	51.441578148710164	1.3854539394378662
46:	2.60870395798281	49.54545454545455	1.4543737173080444	52.65553869499241	1.3872610330581665
47:	2.596979543387172	50.45454545454545	1.4625941514968872	50.986342943854325	1.3883966207504272
48:	2.589644862944821	49.54545454545455	1.4557429552078247	52.50379362670713	1.3817269802093506
49:	2.5814739968403275	49.54545454545455	1.4498616456985474	52.04855842185129	1.3799914121627808
50:	2.5750737046620933	48.63636363636364	1.4473475217819214	52.95902883156297	1.3814773559570312
51:	2.5590476357793235	49.54545454545455	1.456815242767334	52.04855842185129	1.3813414573669434
52:	2.552753870745739	49.54545454545455	1.4534366130828857	51.289833080424884	1.3837465047836304
53:	2.541332698730101	50.0	1.4600909948349	51.89681335356601	1.3826451301574707
54:	2.535346841237631	49.54545454545455	1.4570469856262207	52.04855842185129	1.3795549869537354
55:	2.526864094906543	48.63636363636364	1.444942593574524	52.65553869499241	1.3788179159164429
56:	2.5210369006696953	49.54545454545455	1.45088529586792	53.414264036418814	1.3763841390609741
57:	2.511720944599933	48.18181818181818	1.4523677825927734	52.50379362670713	1.3770849704742432
58:	2.4959773385381125	49.54545454545455	1.4523298740386963	52.95902883156297	1.3758891820907593
59:	2.493193884929979	50.45454545454545	1.4443228244781494	52.65553869499241	1.376174807548523
60:	2.485149751226586	49.09090909090909	1.4643670320510864	51.89681335356601	1.3836461305618286
61:	2.475476150053093	48.63636363636364	1.465617060661316	52.20030349013657	1.3865785598754883
62:	2.4705845648983873	49.54545454545455	1.4608794450759888	52.50379362670713	1.3784711360931396
63:	2.4611841626914153	48.63636363636364	1.4524062871932983	52.95902883156297	1.3749148845672607
64:	2.4491994266050408	49.54545454545455	1.454720377922058	54.17298937784521	1.37447988986969
65:	2.446486315095281	49.54545454545455	1.4574005603790283	53.566009104704094	1.3759119510650635
66:	2.441729278449553	49.09090909090909	1.461594581604004	52.35204855842185	1.379003882408142
67:	2.4279582127031074	49.09090909090909	1.4597831964492798	52.50379362670713	1.377211093902588
68:	2.4238079254885756	48.18181818181818	1.4587322473526	53.110773899848255	1.3787802457809448
69:	2.41152027141617	49.09090909090909	1.4614410400390625	53.110773899848255	1.3789328336715698
70:	2.4073290221662407	49.09090909090909	1.4629817008972168	52.80728376327769	1.3795194625854492
71:	2.3999874534377135	48.18181818181818	1.4686365127563477	53.110773899848255	1.3796545267105103
72:	2.393289014517543	48.63636363636364	1.4703866243362427	53.262518968133534	1.3828189373016357
73:	2.3842388377132187	47.27272727272727	1.4693562984466553	53.566009104704094	1.3840038776397705
74:	2.3809688838131455	47.72727272727273	1.4685704708099365	54.3247344461305	1.381208896636963
75:	2.3732687163065713	48.63636363636364	1.4744536876678467	52.95902883156297	1.3844269514083862
76:	2.3653743899012185	47.27272727272727	1.4734642505645752	52.65553869499241	1.389322280883789
77:	2.3619725761643373	48.18181818181818	1.479827642440796	52.04855842185129	1.387600064277649
78:	2.3524298323206154	47.72727272727273	1.47017240524292	53.86949924127465	1.3830541372299194
79:	2.3464952520577302	47.27272727272727	1.4720443487167358	53.566009104704094	1.3874996900558472
80:	2.341388176722699	47.27272727272727	1.476906657218933	53.71775417298937	1.3839421272277832
81:	2.3372326040842446	46.36363636363636	1.4762976169586182	53.86949924127465	1.3879910707473755
82:	2.3284519781549293	46.81818181818182	1.4800570011138916	54.3247344461305	1.385484218597412
83:	2.3250646447560874	48.18181818181818	1.4789906740188599	53.71775417298937	1.3880153894424438
84:	2.3166797793055154	47.27272727272727	1.4823344945907593	53.262518968133534	1.3918174505233765
85:	2.3114073247794646	48.18181818181818	1.488705039024353	52.35204855842185	1.3964102268218994
86:	2.3056984321180596	46.81818181818182	1.4897427558898926	53.262518968133534	1.396775484085083
87:	2.3039280707577623	47.72727272727273	1.4867005348205566	53.566009104704094	1.3928407430648804
88:	2.2951459769743034	49.54545454545455	1.4731847047805786	54.3247344461305	1.3915531635284424
89:	2.291656499885651	48.18181818181818	1.4936851263046265	53.262518968133534	1.3974674940109253
90:	2.2866460242903375	48.63636363636364	1.4861201047897339	54.02124430955993	1.3936338424682617
91:	2.2792964383780236	47.27272727272727	1.4900233745574951	54.02124430955993	1.3978297710418701
92:	2.2791639810585114	47.72727272727273	1.5012774467468262	54.02124430955993	1.4007436037063599
93:	2.2705290647874397	47.72727272727273	1.4967714548110962	53.566009104704094	1.4067178964614868
94:	2.2618193798754587	47.72727272727273	1.49503755569458	53.86949924127465	1.4028403759002686
95:	2.261716449117086	46.81818181818182	1.4982025623321533	54.3247344461305	1.4051311016082764
96:	2.253556863371148	48.18181818181818	1.5002784729003906	54.17298937784521	1.404956340789795
97:	2.2470384060618387	48.18181818181818	1.5044904947280884	53.414264036418814	1.409252643585205
98:	2.2435973150184356	48.18181818181818	1.5008624792099	53.71775417298937	1.4076112508773804
99:	2.237539119031056	49.54545454545455	1.4988572597503662	53.414264036418814	1.4108880758285522
100:	2.235447527414345	48.63636363636364	1.5047941207885742	53.86949924127465	1.4121049642562866
101:	2.2289260410400757	47.27272727272727	1.5118945837020874	54.02124430955993	1.4129360914230347
102:	2.2244551526494774	46.36363636363636	1.5146011114120483	53.566009104704094	1.4130269289016724
103:	2.2228637373591043	46.36363636363636	1.5162235498428345	52.80728376327769	1.4187437295913696
104:	2.2159804594085877	47.27272727272727	1.5149987936019897	52.80728376327769	1.4189915657043457
105:	2.2112651330878936	48.18181818181818	1.5115412473678589	53.86949924127465	1.4157270193099976
106:	2.2061677553567542	47.72727272727273	1.513620138168335	52.80728376327769	1.4198919534683228
107:	2.2045020051749358	49.09090909090909	1.5106565952301025	53.566009104704094	1.4190647602081299
108:	2.2037985770099136	47.72727272727273	1.5205367803573608	53.110773899848255	1.422045350074768
109:	2.195731693003551	47.72727272727273	1.5213359594345093	52.80728376327769	1.4218661785125732
110:	2.1910974002746215	46.36363636363636	1.5294917821884155	52.80728376327769	1.4284353256225586
111:	2.185140747621835	48.18181818181818	1.520198941230774	53.86949924127465	1.4264581203460693
112:	2.181923764297761	49.09090909090909	1.5198395252227783	53.71775417298937	1.4232290983200073
113:	2.1790035345468177	49.09090909090909	1.5201696157455444	53.86949924127465	1.4254733324050903
114:	2.174739345010505	47.72727272727273	1.5331940650939941	52.65553869499241	1.4307641983032227
115:	2.171519201922129	47.72727272727273	1.5325531959533691	52.95902883156297	1.4302253723144531
116:	2.1658225892538048	48.63636363636364	1.527891993522644	52.95902883156297	1.4284300804138184
117:	2.1627189538565026	49.09090909090909	1.5292547941207886	53.566009104704094	1.4283503293991089
118:	2.159091927919043	48.18181818181818	1.5351004600524902	52.65553869499241	1.4332834482192993
119:	2.1559950845787323	47.72727272727273	1.5382413864135742	53.414264036418814	1.4348859786987305
120:	2.1539694774581726	50.45454545454545	1.5270476341247559	53.86949924127465	1.4307959079742432
121:	2.1460553967809104	48.18181818181818	1.5442031621932983	52.35204855842185	1.4412198066711426
122:	2.1428573059748453	49.09090909090909	1.536010503768921	53.262518968133534	1.4370073080062866
123:	2.1399717747447	48.18181818181818	1.539405345916748	53.110773899848255	1.4381115436553955
124:	2.138402385884021	49.54545454545455	1.5364100933074951	53.110773899848255	1.4388476610183716
125:	2.1333859886031554	50.0	1.5377639532089233	52.80728376327769	1.4433848857879639
126:	2.1295023352266793	48.63636363636364	1.5481363534927368	52.65553869499241	1.4469435214996338
127:	2.1250690063798285	49.54545454545455	1.5453802347183228	52.95902883156297	1.4446901082992554
128:	2.1212356866124167	50.45454545454545	1.5392639636993408	53.86949924127465	1.4438914060592651
129:	2.121465155877263	49.54545454545455	1.5457764863967896	52.95902883156297	1.4479316473007202
130:	2.1148571393576012	50.0	1.5481030941009521	52.95902883156297	1.4481925964355469
131:	2.112005934657821	49.54545454545455	1.5469192266464233	52.95902883156297	1.4493048191070557
132:	2.1090334610766677	51.36363636363637	1.5433824062347412	54.17298937784521	1.4476096630096436
133:	2.111809268055192	48.63636363636364	1.5600495338439941	52.50379362670713	1.454991102218628
134:	2.103059958262616	50.45454545454545	1.5501340627670288	53.110773899848255	1.4512717723846436
135:	2.0990112416715507	49.09090909090909	1.5564414262771606	52.65553869499241	1.4557857513427734
136:	2.096911809530603	49.54545454545455	1.5577449798583984	52.80728376327769	1.4546284675598145
137:	2.093782322952546	49.09090909090909	1.5629373788833618	52.35204855842185	1.4586111307144165
138:	2.0893225023545416	49.54545454545455	1.5548136234283447	52.95902883156297	1.4553043842315674
139:	2.0873755633112894	50.0	1.556800365447998	53.414264036418814	1.4599465131759644
140:	2.083780587437641	50.0	1.567586898803711	52.80728376327769	1.4640460014343262
141:	2.0818798254771407	50.90909090909091	1.5512491464614868	53.86949924127465	1.4559639692306519
142:	2.0772042719714614	50.0	1.5621479749679565	53.414264036418814	1.4611784219741821
143:	2.074346641460097	50.0	1.5663037300109863	52.80728376327769	1.4620659351348877
144:	2.0717510214771133	50.45454545454545	1.565891146659851	53.414264036418814	1.4643768072128296
145:	2.0680988050368896	49.54545454545455	1.5696945190429688	53.262518968133534	1.4689077138900757
146:	2.066378383751375	50.0	1.5716040134429932	52.80728376327769	1.4671721458435059
147:	2.0624909989805107	50.45454545454545	1.5727018117904663	53.110773899848255	1.4683890342712402
148:	2.060271676764431	50.45454545454545	1.5692014694213867	52.95902883156297	1.4677919149398804
149:	2.057771256171077	50.90909090909091	1.5662691593170166	53.414264036418814	1.4671167135238647
150:	2.0563975156071677	49.09090909090909	1.5759197473526	52.80728376327769	1.47134268283844
151:	2.052483713770487	50.0	1.574941635131836	53.110773899848255	1.472178339958191
152:	2.0493255451501136	49.09090909090909	1.582448959350586	52.50379362670713	1.4757815599441528
153:	2.0484571930873825	50.0	1.581459641456604	52.65553869499241	1.4737061262130737
154:	2.043272459363363	49.09090909090909	1.578489065170288	53.110773899848255	1.4750604629516602
155:	2.039007948105594	49.09090909090909	1.5795581340789795	53.262518968133534	1.477089524269104
156:	2.036893066153469	49.09090909090909	1.5850002765655518	52.50379362670713	1.4794925451278687
157:	2.036948024508465	49.09090909090909	1.5822017192840576	52.95902883156297	1.479414701461792
158:	2.0332869750907623	50.90909090909091	1.579300045967102	52.65553869499241	1.4771620035171509
159:	2.031198283275926	49.54545454545455	1.5821720361709595	52.95902883156297	1.4808716773986816
160:	2.0268762413277686	49.54545454545455	1.5833215713500977	53.262518968133534	1.4797890186309814
161:	2.024867187063378	50.90909090909091	1.5816713571548462	52.95902883156297	1.4799467325210571
162:	2.022541593356305	48.63636363636364	1.5868912935256958	52.50379362670713	1.483229637145996
163:	2.0195622429790268	50.90909090909091	1.5838217735290527	53.71775417298937	1.4855626821517944
164:	2.018887498292578	50.45454545454545	1.5885533094406128	52.95902883156297	1.4830785989761353
165:	2.0145917068044823	51.36363636363637	1.5891169309616089	52.80728376327769	1.4846508502960205
166:	2.011650010763881	50.90909090909091	1.5941888093948364	52.65553869499241	1.4862799644470215
167:	2.00900555662362	51.36363636363637	1.597278118133545	53.110773899848255	1.4882560968399048
168:	2.0080771661666503	50.45454545454545	1.5964041948318481	52.65553869499241	1.4870835542678833
169:	2.0042797183415977	50.45454545454545	1.5925744771957397	52.80728376327769	1.4863393306732178
170:	2.0027010469551545	52.27272727272727	1.5843400955200195	53.566009104704094	1.4845494031906128
171:	2.000367726188108	50.0	1.5939949750900269	53.71775417298937	1.4900933504104614
172:	1.9986458772636322	50.0	1.6012217998504639	52.65553869499241	1.4939405918121338
173:	1.9945758724787148	50.45454545454545	1.6013076305389404	53.262518968133534	1.4945343732833862
174:	1.9922686082771026	50.90909090909091	1.6041698455810547	52.50379362670713	1.4959566593170166
175:	1.9917522022523075	51.36363636363637	1.6046806573867798	52.65553869499241	1.4942089319229126
176:	1.9885006410529815	50.0	1.6014620065689087	52.50379362670713	1.4941753149032593
177:	1.9856162487742413	50.45454545454545	1.5981802940368652	53.110773899848255	1.4983845949172974
178:	1.983934926699443	50.45454545454545	1.6017171144485474	52.80728376327769	1.4995617866516113
179:	1.98278794231185	51.36363636363637	1.5927281379699707	53.414264036418814	1.4967888593673706
180:	1.9789525658251292	50.90909090909091	1.6016112565994263	52.95902883156297	1.500465989112854
181:	1.9764142596578023	50.45454545454545	1.6017817258834839	52.80728376327769	1.5025901794433594
182:	1.97402009906539	51.36363636363637	1.6059941053390503	52.65553869499241	1.500740647315979
183:	1.9721099210072712	51.81818181818182	1.6005394458770752	53.414264036418814	1.498747706413269
184:	1.9710979260594013	50.90909090909091	1.5988892316818237	53.414264036418814	1.5015426874160767
