

Training : at 	1528064596.9650073
Epoch No:	Average train Cost	 DevAccuracy	DevCost	TestAccuracy	TestCost
0:	3.3193226607449082	27.727272727272727	1.8452386856079102	33.99089529590288	1.8373842239379883
1:	3.0916506928133676	32.27272727272727	1.7703737020492554	36.874051593323216	1.7634395360946655
2:	2.974357719880989	35.0	1.7037726640701294	38.998482549317146	1.7014257907867432
3:	2.881918025304036	36.81818181818181	1.654105544090271	40.36418816388468	1.6616853475570679
4:	2.7994851146835877	36.81818181818181	1.6274738311767578	42.4886191198786	1.630563497543335
5:	2.7320236183074584	40.45454545454545	1.580168604850769	43.24734446130501	1.6018779277801514
6:	2.662740296628102	40.45454545454545	1.5885809659957886	43.85432473444613	1.588978886604309
7:	2.6092114764523795	41.36363636363637	1.5791066884994507	45.371775417298934	1.5678874254226685
8:	2.5549745157540564	44.54545454545455	1.522996187210083	45.220030349013655	1.5284113883972168
9:	2.502712973629136	43.18181818181818	1.5065691471099854	46.28224582701062	1.5192666053771973
10:	2.454578527485032	44.54545454545455	1.4885097742080688	46.4339908952959	1.5128353834152222
11:	2.4195186718400703	46.36363636363636	1.455942988395691	46.4339908952959	1.50619375705719
12:	2.37732461418014	46.36363636363636	1.4588465690612793	48.10318664643399	1.4857031106948853
13:	2.3421157268156487	47.27272727272727	1.469630479812622	48.25493171471928	1.4825570583343506
14:	2.3124385397118257	46.36363636363636	1.4848915338516235	48.861911987860395	1.482992172241211
15:	2.284010602767209	45.45454545454545	1.4583595991134644	48.25493171471928	1.4908123016357422
16:	2.25422304509634	46.81818181818182	1.4880261421203613	47.95144157814871	1.4850858449935913
17:	2.2264626198504343	45.45454545454545	1.4493870735168457	48.861911987860395	1.46955144405365
18:	2.2033307006560174	46.36363636363636	1.4532159566879272	49.46889226100152	1.457742691040039
19:	2.177497160003846	47.72727272727273	1.4641097784042358	49.165402124430955	1.467248797416687
20:	2.1583651534046036	44.54545454545455	1.4586067199707031	48.25493171471928	1.472638726234436
21:	2.130652026957776	46.36363636363636	1.4827866554260254	48.861911987860395	1.4716678857803345
22:	2.112755903278489	47.27272727272727	1.4736086130142212	50.07587253414264	1.462268352508545
23:	2.0929831295128327	46.81818181818182	1.4941246509552002	50.3793626707132	1.4650468826293945
24:	2.0816395440733575	46.81818181818182	1.4840182065963745	49.013657056145675	1.4657847881317139
25:	2.064724979630436	49.09090909090909	1.4772369861602783	50.682852807283766	1.4506142139434814
26:	2.043611542288079	47.27272727272727	1.4976317882537842	50.682852807283766	1.4609439373016357
27:	2.02651076431734	47.72727272727273	1.470887541770935	50.22761760242792	1.4752097129821777
28:	2.0075876612261117	49.54545454545455	1.489866852760315	49.317147192716234	1.4709432125091553
29:	1.9951134216354554	50.0	1.494464635848999	48.861911987860395	1.4767037630081177
30:	1.9791107895862625	48.63636363636364	1.500617504119873	49.46889226100152	1.472636342048645
31:	1.967304782695081	49.09090909090909	1.5019139051437378	49.92412746585736	1.476112961769104
32:	1.9510400295257568	47.72727272727273	1.5062352418899536	49.317147192716234	1.4823369979858398
33:	1.9323758561927151	49.54545454545455	1.4999785423278809	50.3793626707132	1.4825462102890015
34:	1.9215249455118755	50.45454545454545	1.5117430686950684	49.92412746585736	1.4935569763183594
35:	1.9135872872478992	49.09090909090909	1.5342293977737427	48.710166919575116	1.4941290616989136
36:	1.9022635882159313	49.54545454545455	1.5388308763504028	50.22761760242792	1.5017746686935425
37:	1.8880537891962441	49.54545454545455	1.5672142505645752	48.710166919575116	1.509720802307129
38:	1.8753387956734162	50.90909090909091	1.5566740036010742	48.406676783004556	1.5093780755996704
